PARTICIPANT_ID,TEST_SECTION_ID,SENTENCE,USER_INPUT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937794,1473276045620,1473276046107,SHIFT,16
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937797,1473276045986,1473276046123,W,87
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937800,1473276046882,1473276047018,e,69
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937803,1473276047210,1473276047338, ,32
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937806,1473276047339,1473276047435,o,79
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937810,1473276047436,1473276047570,n,78
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937821,1473276047578,1473276047674,l,76
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937828,1473276047722,1473276047827,y,89
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937834,1473276047802,1473276047938, ,32
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937838,1473276047939,1473276048034,h,72
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937842,1473276048010,1473276048170,a,65
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937846,1473276048082,1473276048258,v,86
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937850,1473276048194,1473276048274,e,69
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937853,1473276048259,1473276048338, ,32
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937855,1473276048394,1473276048467,t,84
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937879,1473276048442,1473276048522,h,72
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937881,1473276048586,1473276048722,e,69
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937884,1473276048666,1473276048746, ,32
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937889,1473276048748,1473276049002,p,80
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937893,1473276048866,1473276049003,o,79
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937897,1473276049066,1473276049202,w,87
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937944,1473276049155,1473276049322,e,69
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937948,1473276049442,1473276049562,r,82
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937950,1473276049634,1473276049738, ,32
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937952,1473276049795,1473276049890,o,79
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937955,1473276049906,1473276050058,f,70
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937967,1473276050010,1473276050114, ,32
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937971,1473276050098,1473276050242,p,80
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937976,1473276050226,1473276050322,e,69
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937980,1473276050298,1473276050434,r,82
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937985,1473276050562,1473276050682,s,83
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51937991,1473276050714,1473276050818,u,85
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51938017,1473276050882,1473276050986,a,65
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51938022,1473276051218,1473276051410,s,83
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51938028,1473276051338,1473276051490,i,73
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51938037,1473276051442,1473276051578,o,79
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51938071,1473276051522,1473276051650,n,78
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51938073,1473276051762,1473276051922,.,190
100077,1091956,We only have the power of persuasion.,We only have the power of persuasion. ,51938076,1473276051874,1473276052018, ,32
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938243,1473276054474,1473276054818,SHIFT,16
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938245,1473276054738,1473276054874,A,65
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938247,1473276054875,1473276054961,m,77
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938249,1473276055162,1473276055298,y,89
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938254,1473276055274,1473276055402, ,32
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938261,1473276055458,1473276055562,w,87
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938280,1473276055514,1473276055578,i,73
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938284,1473276055682,1473276055746,l,76
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938292,1473276055826,1473276055937,l,76
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938298,1473276055938,1473276056058, ,32
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938304,1473276056034,1473276056162,b,66
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938332,1473276056146,1473276056266,e,69
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938335,1473276056226,1473276056338, ,32
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938340,1473276056386,1473276056474,h,72
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938345,1473276056434,1473276056586,e,69
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938349,1473276056553,1473276056650,r,82
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938353,1473276056674,1473276056770,e,69
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938376,1473276056774,1473276056890, ,32
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938382,1473276056938,1473276056994,t,84
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938387,1473276056978,1473276057090,o,79
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938391,1473276057066,1473276057186, ,32
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938395,1473276057187,1473276057298,v,86
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938447,1473276057650,1473276057738,BKSP,8
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938455,1473276057802,1473276057890,c,67
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938458,1473276057938,1473276058042,o,79
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938463,1473276058043,1473276058218,v,86
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938467,1473276058219,1473276058298,r,69
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938488,1473276058362,1473276058498,.,190
100077,1091965,Amy will be here to cover.,Amy will be here to cover. ,51938491,1473276058530,1473276058666, ,32
100077,1091972,Fares shown are roundtrip.,Fares shown are roundtrip.,51938657,1473276060554,1473276060810,SHIFT,16
100077,1091972,Fares shown are roundtrip.,Fares shown are roundtrip.,51938661,1473276060722,1473276060866,F,70
100077,1091972,Fares shown are roundtrip.,Fares shown are roundtrip.,51938665,1473276060986,1473276061123,a,65
100077,1091972,Fares shown are roundtrip.,Fares shown are roundtrip.,51938666,1473276061194,1473276061298,r,82
100077,1091972,Fares shown are roundtrip.,Fares shown are roundtrip.,51938668,1473276061274,1473276061402,e,69
100077,1091972,Fares shown are roundtrip.,Fares shown are roundtrip.,51938669,1473276061522,1473276061626,s,83
100077,1091972,Fares shown are roundtrip.,Fares shown are roundtrip.,51938708,1473276061602,1473276061714, ,32
100077,1091972,Fares shown are roundtrip.,Fares shown are roundtrip.,51938711,1473276061779,1473276061882,s,83
