PARTICIPANT_ID,TEST_SECTION_ID,SENTENCE,USER_INPUT,KEYSTROKE_ID,PRESS_TIME,RELEASE_TIME,LETTER,KEYCODE
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940798,1473276107169,1473276107699,SHIFT,16
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940801,1473276107531,1473276107699,W,87
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940808,1473276107777,1473276107920,e,69
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940813,1473276107887,1473276108072, ,32
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940820,1473276107988,1473276108119,a,65
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940851,1473276108087,1473276108256,r,82
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940854,1473276108179,1473276108320,e,69
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940857,1473276108224,1473276108440, ,32
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940862,1473276108398,1473276108542,s,83
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940866,1473276108504,1473276108620,i,73
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940871,1473276108667,1473276108723,t,84
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940887,1473276108772,1473276108857,t,84
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940890,1473276108951,1473276109107,i,73
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940894,1473276109054,1473276109174,n,78
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940899,1473276109138,1473276109274,g,71
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940930,1473276109221,1473276109373, ,32
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940934,1473276109290,1473276109441,i,73
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940937,1473276109373,1473276109508,n,78
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940941,1473276109472,1473276109664, ,32
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940945,1473276109586,1473276109853,SHIFT,16
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940952,1473276109727,1473276109868,W,87
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51940957,1473276110024,1473276110136,e,69
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941009,1473276110169,1473276110286,i,73
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941012,1473276110380,1473276110440,l,76
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941016,1473276110772,1473276110871,BKSP,8
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941020,1473276111198,1473276111288,l,76
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941026,1473276111397,1473276111520,',222
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941059,1473276111504,1473276111632,s,83
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941064,1473276111588,1473276111768, ,32
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941066,1473276111783,1473276111887,o,79
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941068,1473276111856,1473276111923,f,70
100085,1092007,"We are sitting in Weil's offices, waiting to negotiate.","We are sitting in Weil's offices, waiting to negotiate.",51941070,1473276111985,1473276112072,f,70
