PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100162	1093074	We could do it at my house.	WE could do it at my house.	51991276	1473277113667	1473277114179	SHIFT	16
100162	1093074	We could do it at my house.	WE could do it at my house.	51991278	1473277113987	1473277114234	W	87
100162	1093074	We could do it at my house.	WE could do it at my house.	51991283	1473277114162	1473277114282	E	69
100162	1093074	We could do it at my house.	WE could do it at my house.	51991287	1473277114458	1473277114626	 	32
100162	1093074	We could do it at my house.	WE could do it at my house.	51991292	1473277114762	1473277114914	c	67
100162	1093074	We could do it at my house.	WE could do it at my house.	51991323	1473277114898	1473277115042	o	79
100162	1093074	We could do it at my house.	WE could do it at my house.	51991326	1473277114994	1473277115106	u	85
100162	1093074	We could do it at my house.	WE could do it at my house.	51991330	1473277115251	1473277115362	l	76
100162	1093074	We could do it at my house.	WE could do it at my house.	51991334	1473277115386	1473277115482	d	68
100162	1093074	We could do it at my house.	WE could do it at my house.	51991338	1473277115467	1473277115618	 	32
100162	1093074	We could do it at my house.	WE could do it at my house.	51991341	1473277115666	1473277115802	d	68
100162	1093074	We could do it at my house.	WE could do it at my house.	51991395	1473277115810	1473277115826	i	73
100162	1093074	We could do it at my house.	WE could do it at my house.	51991400	1473277116051	1473277116170	BKSP	8
100162	1093074	We could do it at my house.	WE could do it at my house.	51991406	1473277116234	1473277116370	o	79
100162	1093074	We could do it at my house.	WE could do it at my house.	51991412	1473277116378	1473277116514	 	32
100162	1093074	We could do it at my house.	WE could do it at my house.	51991422	1473277116562	1473277116666	i	73
100162	1093074	We could do it at my house.	WE could do it at my house.	51991428	1473277116690	1473277116794	t	84
100162	1093074	We could do it at my house.	WE could do it at my house.	51991470	1473277116770	1473277116898	 	32
100162	1093074	We could do it at my house.	WE could do it at my house.	51991476	1473277116938	1473277117114	a	65
100162	1093074	We could do it at my house.	WE could do it at my house.	51991480	1473277117122	1473277117298	t	84
100162	1093074	We could do it at my house.	WE could do it at my house.	51991484	1473277117290	1473277117418	 	32
100162	1093074	We could do it at my house.	WE could do it at my house.	51991488	1473277117498	1473277117554	m	77
100162	1093074	We could do it at my house.	WE could do it at my house.	51991494	1473277117594	1473277117754	y	89
100162	1093074	We could do it at my house.	WE could do it at my house.	51991525	1473277117706	1473277117829	 	32
100162	1093074	We could do it at my house.	WE could do it at my house.	51991527	1473277117891	1473277117994	h	72
100162	1093074	We could do it at my house.	WE could do it at my house.	51991529	1473277118074	1473277118242	o	79
100162	1093074	We could do it at my house.	WE could do it at my house.	51991532	1473277118170	1473277118282	u	85
100162	1093074	We could do it at my house.	WE could do it at my house.	51991534	1473277118258	1473277118402	s	83
100162	1093074	We could do it at my house.	WE could do it at my house.	51991538	1473277118370	1473277118450	e	69
100162	1093074	We could do it at my house.	WE could do it at my house.	51991541	1473277118451	1473277118610	.	190
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991657	1473277120547	1473277120850	SHIFT	16
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991660	1473277120770	1473277120898	T	84
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991662	1473277120882	1473277120978	h	72
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991666	1473277121002	1473277121074	e	69
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991669	1473277121099	1473277121194	y	89
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991713	1473277121178	1473277121330	 	32
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991717	1473277121322	1473277121466	SHIFT	16
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991721	1473277121731	1473277121818	h	72
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991724	1473277121858	1473277121938	a	65
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991726	1473277121946	1473277122034	v	86
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991728	1473277122066	1473277122162	e	69
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991743	1473277122154	1473277122266	 	32
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991746	1473277122313	1473277122410	n	78
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991752	1473277122490	1473277122602	o	79
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991758	1473277122610	1473277122723	t	84
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991765	1473277122698	1473277122802	 	32
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991773	1473277122890	1473277122994	i	73
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991806	1473277123019	1473277123106	s	83
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991813	1473277123210	1473277123290	s	83
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991818	1473277123338	1473277123442	u	85
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991826	1473277123458	1473277123546	e	69
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991832	1473277123762	1473277123874	d	68
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991898	1473277123907	1473277124042	 	32
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991905	1473277124067	1473277124202	a	65
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991910	1473277125050	1473277125162	n	78
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991914	1473277125178	1473277125306	 	32
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991917	1473277125426	1473277125546	o	79
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991975	1473277125539	1473277125650	r	82
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991980	1473277126026	1473277126114	d	68
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991984	1473277126251	1473277126418	e	69
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991987	1473277126354	1473277126482	r	82
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991990	1473277126626	1473277126754	 	32
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51991991	1473277126882	1473277126986	y	89
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51992009	1473277127034	1473277127178	e	69
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51992015	1473277127155	1473277127282	t	84
100162	1093081	They have not issued an order yet.	They have not issued an order yet.	51992022	1473277127378	1473277127474	.	190
100162	1093095	The troops just walked in.	The troops just walked in.	51992210	1473277129498	1473277129722	SHIFT	16
100162	1093095	The troops just walked in.	The troops just walked in.	51992212	1473277129650	1473277129771	T	84
100162	1093095	The troops just walked in.	The troops just walked in.	51992216	1473277129771	1473277129882	h	72
100162	1093095	The troops just walked in.	The troops just walked in.	51992218	1473277129962	1473277130090	 	32
100162	1093095	The troops just walked in.	The troops just walked in.	51992221	1473277130234	1473277130354	BKSP	8
100162	1093095	The troops just walked in.	The troops just walked in.	51992227	1473277130330	1473277130426	e	69
100162	1093095	The troops just walked in.	The troops just walked in.	51992232	1473277130442	1473277130572	 	32
100162	1093095	The troops just walked in.	The troops just walked in.	51992275	1473277130586	1473277130746	t	84
100162	1093095	The troops just walked in.	The troops just walked in.	51992276	1473277130931	1473277131066	r	82
100162	1093095	The troops just walked in.	The troops just walked in.	51992277	1473277131299	1473277131386	o	79
100162	1093095	The troops just walked in.	The troops just walked in.	51992278	1473277131514	1473277131578	p	80
100162	1093095	The troops just walked in.	The troops just walked in.	51992283	1473277131674	1473277131722	p	80
100162	1093095	The troops just walked in.	The troops just walked in.	51992343	1473277131890	1473277131978	BKSP	8
100162	1093095	The troops just walked in.	The troops just walked in.	51992347	1473277132066	1473277132162	BKSP	8
100162	1093095	The troops just walked in.	The troops just walked in.	51992351	1473277132258	1473277132338	o	79
100162	1093095	The troops just walked in.	The troops just walked in.	51992356	1473277132458	1473277132538	p	80
100162	1093095	The troops just walked in.	The troops just walked in.	51992362	1473277132570	1473277132682	s	83
100162	1093095	The troops just walked in.	The troops just walked in.	51992366	1473277132659	1473277132778	 	32
100162	1093095	The troops just walked in.	The troops just walked in.	51992370	1473277132859	1473277132946	j	74
100162	1093095	The troops just walked in.	The troops just walked in.	51992384	1473277133043	1473277133122	u	85
100162	1093095	The troops just walked in.	The troops just walked in.	51992387	1473277133082	1473277133294	s	83
100162	1093095	The troops just walked in.	The troops just walked in.	51992393	1473277133294	1473277133402	t	84
100162	1093095	The troops just walked in.	The troops just walked in.	51992397	1473277133378	1473277133506	 	32
100162	1093095	The troops just walked in.	The troops just walked in.	51992401	1473277133514	1473277133698	w	87
100162	1093095	The troops just walked in.	The troops just walked in.	51992453	1473277133643	1473277133802	a	65
100162	1093095	The troops just walked in.	The troops just walked in.	51992454	1473277134282	1473277134378	l	76
100162	1093095	The troops just walked in.	The troops just walked in.	51992456	1473277134547	1473277134634	k	75
100162	1093095	The troops just walked in.	The troops just walked in.	51992458	1473277134794	1473277134906	e	69
100162	1093095	The troops just walked in.	The troops just walked in.	51992463	1473277135027	1473277135082	d	68
100162	1093095	The troops just walked in.	The troops just walked in.	51992517	1473277135050	1473277135170	 	32
100162	1093095	The troops just walked in.	The troops just walked in.	51992519	1473277135346	1473277135482	i	73
100162	1093095	The troops just walked in.	The troops just walked in.	51992522	1473277135522	1473277135618	n	78
100162	1093095	The troops just walked in.	The troops just walked in.	51992525	1473277135770	1473277135866	.	190
100162	1093095	The troops just walked in.	The troops just walked in.	51992527	1473277135971	1473277136042	.	190
100162	1093095	The troops just walked in.	The troops just walked in.	51992528	1473277136371	1473277136442	BKSP	8
100162	1093108	Even if it were approved, Clinton could veto the measure.	Even if it were approved, Clinton could veto the measure.	51992675	1473277138482	1473277138834	SHIFT	16
100162	1093108	Even if it were approved, Clinton could veto the measure.	Even if it were approved, Clinton could veto the measure.	51992679	1473277138715	1473277138858	E	69
