PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100020	1091218	We must be consistent.	We must be consistent.	51902906	1473275506202	1473275506335	SHIFT	16
100020	1091218	We must be consistent.	We must be consistent.	51902913	1473275506273	1473275506375	W	87
100020	1091218	We must be consistent.	We must be consistent.	51902924	1473275506376	1473275506478	e	69
100020	1091218	We must be consistent.	We must be consistent.	51902933	1473275506423	1473275506568	 	32
100020	1091218	We must be consistent.	We must be consistent.	51902941	1473275506568	1473275506631	m	77
100020	1091218	We must be consistent.	We must be consistent.	51902953	1473275506727	1473275506832	u	85
100020	1091218	We must be consistent.	We must be consistent.	51902978	1473275506836	1473275506943	s	83
100020	1091218	We must be consistent.	We must be consistent.	51902981	1473275506960	1473275507079	t	84
100020	1091218	We must be consistent.	We must be consistent.	51902984	1473275507039	1473275507159	 	32
100020	1091218	We must be consistent.	We must be consistent.	51902988	1473275507223	1473275507278	b	66
100020	1091218	We must be consistent.	We must be consistent.	51902996	1473275507335	1473275507447	e	69
100020	1091218	We must be consistent.	We must be consistent.	51903056	1473275507423	1473275507519	 	32
100020	1091218	We must be consistent.	We must be consistent.	51903066	1473275507607	1473275507736	c	67
100020	1091218	We must be consistent.	We must be consistent.	51903074	1473275507736	1473275507895	o	79
100020	1091218	We must be consistent.	We must be consistent.	51903080	1473275507823	1473275507916	n	78
100020	1091218	We must be consistent.	We must be consistent.	51903085	1473275507972	1473275508102	s	83
100020	1091218	We must be consistent.	We must be consistent.	51903087	1473275508102	1473275508199	i	73
100020	1091218	We must be consistent.	We must be consistent.	51903126	1473275508256	1473275508407	s	83
100020	1091218	We must be consistent.	We must be consistent.	51903128	1473275508432	1473275508551	t	84
100020	1091218	We must be consistent.	We must be consistent.	51903131	1473275508535	1473275508672	e	69
100020	1091218	We must be consistent.	We must be consistent.	51903134	1473275508673	1473275508767	n	78
100020	1091218	We must be consistent.	We must be consistent.	51903140	1473275508887	1473275508975	t	84
100020	1091218	We must be consistent.	We must be consistent.	51903161	1473275509095	1473275509159	.	190
100020	1091231	Do we need to do anything here?	Do we need to do anything here?	51903411	1473275512134	1473275512245	SHIFT	16
100020	1091231	Do we need to do anything here?	Do we need to do anything here?	51903414	1473275512201	1473275512262	D	68
100020	1091231	Do we need to do anything here?	Do we need to do anything here?	51903420	1473275512318	1473275512438	o	79
