PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040345	1473277834363	1473277834750	SHIFT	16
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040340	1473277834573	1473277834668	W	87
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040348	1473277834775	1473277834831	e	69
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040355	1473277834968	1473277835066	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040362	1473277835136	1473277835218	w	87
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040366	1473277835384	1473277835458	i	73
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040415	1473277835619	1473277835675	l	76
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040422	1473277835735	1473277835826	l	76
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040428	1473277835919	1473277836017	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040432	1473277836411	1473277836496	b	66
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040437	1473277836525	1473277836612	e	69
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040477	1473277836655	1473277836754	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040484	1473277836867	1473277836944	b	66
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040489	1473277837036	1473277837111	r	82
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040493	1473277837148	1473277837260	i	73
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040498	1473277837375	1473277837467	n	78
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040525	1473277837518	1473277837591	g	71
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040528	1473277837613	1473277837713	i	73
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040531	1473277837809	1473277837893	n	78
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040535	1473277837956	1473277838035	g	71
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040537	1473277838074	1473277838190	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040630	1473277838759	1473277838839	i	73
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040636	1473277838980	1473277839076	n	78
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040645	1473277839111	1473277839206	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040651	1473277839634	1473277839703	l	76
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040656	1473277839857	1473277839928	u	85
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040744	1473277840101	1473277840164	n	78
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040747	1473277840354	1473277840449	c	67
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040751	1473277840472	1473277840572	h	72
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040753	1473277840622	1473277840726	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040756	1473277841412	1473277841514	a	65
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040798	1473277841614	1473277841718	n	78
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040802	1473277841765	1473277841834	d	68
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040806	1473277841848	1473277841936	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040816	1473277842156	1473277842432	SHIFT	16
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040811	1473277842359	1473277842423	I	73
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040825	1473277842584	1473277842683	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040931	1473277842779	1473277842862	k	75
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040938	1473277843401	1473277843458	BKSP	8
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040942	1473277843823	1473277843893	n	78
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040947	1473277844060	1473277844127	e	69
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040951	1473277844207	1473277844269	e	69
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52040955	1473277844356	1473277844433	d	68
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041033	1473277844487	1473277844584	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041037	1473277845158	1473277845241	t	84
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041039	1473277845298	1473277845394	o	79
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041042	1473277845472	1473277845581	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041045	1473277845666	1473277845769	k	75
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041117	1473277845926	1473277846004	n	78
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041119	1473277846124	1473277846222	o	79
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041124	1473277846314	1473277846409	w	87
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041129	1473277846481	1473277846577	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041133	1473277847078	1473277847141	h	72
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041196	1473277847356	1473277847454	o	79
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041200	1473277847525	1473277847597	w	87
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041203	1473277847639	1473277847732	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041208	1473277848056	1473277848161	m	77
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041214	1473277848263	1473277848356	a	65
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041288	1473277848481	1473277848561	n	78
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041292	1473277848712	1473277848791	y	89
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041298	1473277849242	1473277849325	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041302	1473277849647	1473277849735	t	84
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041305	1473277849775	1473277849883	o	79
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041337	1473277849941	1473277850026	 	32
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041341	1473277850299	1473277850408	o	79
100283	1094119	We will be bringing in lunch and I need to know how many to order?	We will be bringing in lunch and I need to know how many to order?	52041345	1473277850470	1473277850565	r	82
