PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003301	1473277157011	1473277157275	SHIFT	16
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003304	1473277157219	1473277157417	S	83
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003309	1473277157387	1473277157551	h	72
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003312	1473277157551	1473277157651	e	69
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003317	1473277157616	1473277157806	 	32
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003322	1473277157851	1473277158017	i	73
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003356	1473277157979	1473277158131	s	83
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003359	1473277158131	1473277158297	 	32
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003363	1473277158515	1473277158619	t	84
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003368	1473277158672	1473277158795	a	65
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003373	1473277158763	1473277158901	k	75
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003379	1473277158995	1473277159126	i	73
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003399	1473277159204	1473277159373	n	78
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003401	1473277159307	1473277159407	g	71
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003404	1473277159407	1473277159523	 	32
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003408	1473277160125	1473277160315	o	79
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003467	1473277160264	1473277160355	v	86
100193	1093326	She is taking over Global Finance Legal.	She is taking over Global Finance Legal.	52003470	1473277160403	1473277160612	e	69
